time,sound
"Jul 13 2009 04:39:32",0.00
"Jul 13 2009 04:39:33",15.00
"Jul 13 2009 04:39:34",0.00
"Jul 13 2009 04:39:35",0.00
"Jul 13 2009 04:39:36",16.00
"Jul 13 2009 04:39:38",0.00
"Jul 13 2009 04:39:39",0.00
"Jul 13 2009 04:39:40",0.00
"Jul 13 2009 04:39:41",0.00
"Jul 13 2009 04:39:42",0.00
"Jul 13 2009 04:39:43",0.00
"Jul 13 2009 04:39:44",0.00
"Jul 13 2009 04:39:45",0.00
"Jul 13 2009 04:39:46",0.00
"Jul 13 2009 04:39:47",0.00
"Jul 13 2009 04:39:48",0.00
"Jul 13 2009 04:39:49",0.00
"Jul 13 2009 04:39:51",0.00
"Jul 13 2009 04:39:52",0.00
"Jul 13 2009 04:39:53",0.00
"Jul 13 2009 04:39:54",0.00
"Jul 13 2009 04:39:55",0.00
"Jul 13 2009 04:39:56",0.00
"Jul 13 2009 04:39:57",11.00
"Jul 13 2009 04:39:58",0.00
"Jul 13 2009 04:39:59",0.00
"Jul 13 2009 04:40:00",0.00
"Jul 13 2009 04:40:01",0.00
"Jul 13 2009 04:40:02",0.00
"Jul 13 2009 04:40:03",0.00
"Jul 13 2009 04:40:05",8.00
"Jul 13 2009 04:40:06",0.00
"Jul 13 2009 04:40:07",0.00
"Jul 13 2009 04:40:08",0.00
"Jul 13 2009 04:40:09",0.00
"Jul 13 2009 04:40:10",0.00
"Jul 13 2009 04:40:11",0.00
"Jul 13 2009 04:40:12",0.00
"Jul 13 2009 04:40:13",0.00
"Jul 13 2009 04:40:14",0.00
"Jul 13 2009 04:40:15",14.00
"Jul 13 2009 04:40:16",0.00
"Jul 13 2009 04:40:18",0.00
"Jul 13 2009 04:40:19",0.00
"Jul 13 2009 04:40:20",0.00
"Jul 13 2009 04:40:21",0.00
"Jul 13 2009 04:40:22",0.00
"Jul 13 2009 04:40:23",0.00
"Jul 13 2009 04:40:24",0.00
"Jul 13 2009 04:40:25",0.00
"Jul 13 2009 04:40:26",0.00
"Jul 13 2009 04:40:27",0.00
"Jul 13 2009 04:40:28",0.00
"Jul 13 2009 04:40:29",0.00
"Jul 13 2009 04:40:31",0.00
"Jul 13 2009 04:40:32",2.00
"Jul 13 2009 04:40:33",0.00
"Jul 13 2009 04:40:34",0.00
"Jul 13 2009 04:40:35",0.00
"Jul 13 2009 04:40:36",0.00
"Jul 13 2009 04:40:37",0.00
"Jul 13 2009 04:40:38",0.00
"Jul 13 2009 04:40:39",0.00
"Jul 13 2009 04:40:40",0.00
"Jul 13 2009 04:40:41",0.00
"Jul 13 2009 04:40:42",0.00
"Jul 13 2009 04:40:43",0.00
"Jul 13 2009 04:40:45",0.00
"Jul 13 2009 04:40:46",0.00
"Jul 13 2009 04:40:47",0.00
"Jul 13 2009 04:40:48",0.00
"Jul 13 2009 04:40:49",0.00
"Jul 13 2009 04:40:50",0.00
"Jul 13 2009 04:40:51",0.00
"Jul 13 2009 04:40:52",0.00
"Jul 13 2009 04:40:53",0.00
"Jul 13 2009 04:40:54",0.00
"Jul 13 2009 04:40:55",19.00
"Jul 13 2009 04:40:56",0.00
"Jul 13 2009 04:40:58",10.00
"Jul 13 2009 04:40:59",0.00
"Jul 13 2009 04:41:00",0.00
"Jul 13 2009 04:41:01",0.00
"Jul 13 2009 04:41:02",0.00
"Jul 13 2009 04:41:03",0.00
"Jul 13 2009 04:41:04",0.00
"Jul 13 2009 04:41:05",0.00
"Jul 13 2009 04:41:06",0.00
"Jul 13 2009 04:41:07",0.00
"Jul 13 2009 04:41:08",0.00
"Jul 13 2009 04:41:09",0.00
"Jul 13 2009 04:41:11",0.00
"Jul 13 2009 04:41:12",0.00
"Jul 13 2009 04:41:13",0.00
"Jul 13 2009 04:41:14",0.00
"Jul 13 2009 04:41:15",0.00
"Jul 13 2009 04:41:16",5.00
"Jul 13 2009 04:41:17",0.00
"Jul 13 2009 04:41:18",0.00
"Jul 13 2009 04:41:19",0.00
"Jul 13 2009 04:41:20",0.00
"Jul 13 2009 04:41:21",0.00
"Jul 13 2009 04:41:22",0.00
"Jul 13 2009 04:41:23",0.00
"Jul 13 2009 04:41:25",7.00
"Jul 13 2009 04:41:26",0.00
"Jul 13 2009 04:41:27",0.00
"Jul 13 2009 04:41:28",0.00
"Jul 13 2009 04:41:29",0.00
"Jul 13 2009 04:41:30",9.00
"Jul 13 2009 04:41:31",0.00
"Jul 13 2009 04:41:32",0.00
"Jul 13 2009 04:41:33",0.00
"Jul 13 2009 04:41:34",0.00
"Jul 13 2009 04:41:35",14.00
"Jul 13 2009 04:41:36",0.00
"Jul 13 2009 04:41:38",0.00
"Jul 13 2009 04:41:39",22.00
"Jul 13 2009 04:41:40",19.00
"Jul 13 2009 04:41:41",0.00
"Jul 13 2009 04:41:42",0.00
"Jul 13 2009 04:41:43",0.00
"Jul 13 2009 04:41:44",0.00
"Jul 13 2009 04:41:45",11.00
"Jul 13 2009 04:41:46",0.00
"Jul 13 2009 04:41:47",17.00
"Jul 13 2009 04:41:48",0.00
"Jul 13 2009 04:41:49",0.00
"Jul 13 2009 04:41:51",0.00
"Jul 13 2009 04:41:52",12.00
"Jul 13 2009 04:41:53",0.00
"Jul 13 2009 04:41:54",0.00
"Jul 13 2009 04:41:55",0.00
"Jul 13 2009 04:41:56",8.00
"Jul 13 2009 04:41:57",0.00
"Jul 13 2009 04:41:58",0.00
"Jul 13 2009 04:41:59",2.00
"Jul 13 2009 04:42:00",0.00
"Jul 13 2009 04:42:01",0.00
"Jul 13 2009 04:42:02",0.00
"Jul 13 2009 04:42:03",0.00
"Jul 13 2009 04:42:05",0.00
"Jul 13 2009 04:42:06",0.00
"Jul 13 2009 04:42:07",0.00
"Jul 13 2009 04:42:08",0.00
"Jul 13 2009 04:42:09",0.00
"Jul 13 2009 04:42:10",0.00
"Jul 13 2009 04:42:11",0.00
"Jul 13 2009 04:42:12",0.00
"Jul 13 2009 04:42:13",0.00
"Jul 13 2009 04:42:14",0.00
"Jul 13 2009 04:42:15",0.00
"Jul 13 2009 04:42:16",0.00
"Jul 13 2009 04:42:18",0.00
"Jul 13 2009 04:42:19",0.00
"Jul 13 2009 04:42:20",0.00
"Jul 13 2009 04:42:21",0.00
"Jul 13 2009 04:42:22",0.00
"Jul 13 2009 04:42:23",0.00
"Jul 13 2009 04:42:24",3.00
"Jul 13 2009 04:42:25",0.00
"Jul 13 2009 04:42:26",0.00
"Jul 13 2009 04:42:27",0.00
"Jul 13 2009 04:42:28",0.00
"Jul 13 2009 04:42:29",0.00
"Jul 13 2009 04:42:30",0.00
"Jul 13 2009 04:42:32",25.00
"Jul 13 2009 04:42:33",0.00
"Jul 13 2009 04:42:34",0.00
"Jul 13 2009 04:42:35",0.00
"Jul 13 2009 04:42:36",0.00
"Jul 13 2009 04:42:37",0.00
"Jul 13 2009 04:42:38",0.00
"Jul 13 2009 04:42:39",0.00
"Jul 13 2009 04:42:40",0.00
"Jul 13 2009 04:42:41",0.00
"Jul 13 2009 04:42:42",20.00
"Jul 13 2009 04:42:43",3.00
"Jul 13 2009 04:42:45",0.00
"Jul 13 2009 04:42:46",0.00
"Jul 13 2009 04:42:47",0.00
"Jul 13 2009 04:42:48",0.00
"Jul 13 2009 04:42:49",0.00
"Jul 13 2009 04:42:50",0.00
"Jul 13 2009 04:42:51",0.00
"Jul 13 2009 04:42:52",0.00
"Jul 13 2009 04:42:53",0.00
"Jul 13 2009 04:42:54",0.00
"Jul 13 2009 04:42:55",0.00
"Jul 13 2009 04:42:56",0.00
"Jul 13 2009 04:42:57",0.00
"Jul 13 2009 04:42:59",25.00
"Jul 13 2009 04:43:00",17.00
"Jul 13 2009 04:43:01",0.00
"Jul 13 2009 04:43:02",0.00
"Jul 13 2009 04:43:03",0.00
"Jul 13 2009 04:43:04",0.00
"Jul 13 2009 04:43:05",0.00
"Jul 13 2009 04:43:06",0.00
"Jul 13 2009 04:43:07",0.00
"Jul 13 2009 04:43:08",0.00
"Jul 13 2009 04:43:09",13.00
"Jul 13 2009 04:43:10",0.00
"Jul 13 2009 04:43:12",0.00
"Jul 13 2009 04:43:13",9.00
"Jul 13 2009 04:43:14",0.00
"Jul 13 2009 04:43:15",0.00
"Jul 13 2009 04:43:16",12.00
"Jul 13 2009 04:43:17",0.00
"Jul 13 2009 04:43:18",0.00
"Jul 13 2009 04:43:19",0.00
"Jul 13 2009 04:43:20",0.00
"Jul 13 2009 04:43:21",0.00
"Jul 13 2009 04:43:22",0.00
"Jul 13 2009 04:43:23",0.00
"Jul 13 2009 04:43:25",0.00
"Jul 13 2009 04:43:26",0.00
"Jul 13 2009 04:43:27",0.00
"Jul 13 2009 04:43:28",0.00
"Jul 13 2009 04:43:29",0.00
"Jul 13 2009 04:43:30",0.00
"Jul 13 2009 04:43:31",0.00
"Jul 13 2009 04:43:32",0.00
"Jul 13 2009 04:43:33",0.00
"Jul 13 2009 04:43:34",0.00
"Jul 13 2009 04:43:35",0.00
"Jul 13 2009 04:43:36",0.00
"Jul 13 2009 04:43:37",0.00
"Jul 13 2009 04:43:39",0.00
"Jul 13 2009 04:43:40",0.00
"Jul 13 2009 04:43:41",0.00
"Jul 13 2009 04:43:42",21.00
"Jul 13 2009 04:43:43",0.00
"Jul 13 2009 04:43:44",0.00
"Jul 13 2009 04:43:45",0.00
"Jul 13 2009 04:43:46",0.00
"Jul 13 2009 04:43:47",15.00
"Jul 13 2009 04:43:48",0.00
"Jul 13 2009 04:43:49",0.00
"Jul 13 2009 04:43:50",0.00
"Jul 13 2009 04:43:52",0.00
"Jul 13 2009 04:43:53",0.00
"Jul 13 2009 04:43:54",0.00
"Jul 13 2009 04:43:55",0.00
"Jul 13 2009 04:43:56",0.00
"Jul 13 2009 04:43:57",0.00
"Jul 13 2009 04:43:58",0.00
"Jul 13 2009 04:43:59",0.00
"Jul 13 2009 04:44:00",0.00
"Jul 13 2009 04:44:01",0.00
"Jul 13 2009 04:44:02",0.00
"Jul 13 2009 04:44:03",0.00
"Jul 13 2009 04:44:05",0.00
"Jul 13 2009 04:44:06",0.00
"Jul 13 2009 04:44:07",11.00
"Jul 13 2009 04:44:08",0.00
"Jul 13 2009 04:44:09",0.00
"Jul 13 2009 04:44:10",0.00
"Jul 13 2009 04:44:11",0.00
"Jul 13 2009 04:44:12",0.00
"Jul 13 2009 04:44:13",0.00
"Jul 13 2009 04:44:14",0.00
"Jul 13 2009 04:44:15",0.00
"Jul 13 2009 04:44:16",0.00
"Jul 13 2009 04:44:17",0.00
"Jul 13 2009 04:44:19",0.00
"Jul 13 2009 04:44:20",0.00
"Jul 13 2009 04:44:21",0.00
"Jul 13 2009 04:44:22",0.00
"Jul 13 2009 04:44:23",0.00
"Jul 13 2009 04:44:24",0.00
"Jul 13 2009 04:44:25",0.00
"Jul 13 2009 04:44:26",0.00
"Jul 13 2009 04:44:27",0.00
"Jul 13 2009 04:44:28",0.00
"Jul 13 2009 04:44:29",0.00
"Jul 13 2009 04:44:30",0.00
"Jul 13 2009 04:44:32",0.00
"Jul 13 2009 04:44:33",0.00
"Jul 13 2009 04:44:34",0.00
"Jul 13 2009 04:44:35",0.00
"Jul 13 2009 04:44:36",0.00
"Jul 13 2009 04:44:37",0.00
"Jul 13 2009 04:44:38",0.00
"Jul 13 2009 04:44:39",0.00
"Jul 13 2009 04:44:40",0.00
"Jul 13 2009 04:44:41",0.00
"Jul 13 2009 04:44:42",0.00
"Jul 13 2009 04:44:43",0.00
"Jul 13 2009 04:44:44",12.00
"Jul 13 2009 04:44:46",0.00
"Jul 13 2009 04:44:47",0.00
"Jul 13 2009 04:44:48",0.00
"Jul 13 2009 04:44:49",0.00
"Jul 13 2009 04:44:50",0.00
"Jul 13 2009 04:44:51",0.00
"Jul 13 2009 04:44:52",0.00
"Jul 13 2009 04:44:53",0.00
"Jul 13 2009 04:44:54",0.00
"Jul 13 2009 04:44:55",0.00
"Jul 13 2009 04:44:56",5.00
"Jul 13 2009 04:44:57",0.00
"Jul 13 2009 04:44:59",0.00
"Jul 13 2009 04:45:00",0.00
"Jul 13 2009 04:45:01",0.00
"Jul 13 2009 04:45:02",5.00
"Jul 13 2009 04:45:03",0.00
"Jul 13 2009 04:45:04",0.00
"Jul 13 2009 04:45:05",0.00
"Jul 13 2009 04:45:06",0.00
"Jul 13 2009 04:45:07",0.00
"Jul 13 2009 04:45:08",0.00
"Jul 13 2009 04:45:09",3.00
"Jul 13 2009 04:45:10",0.00
"Jul 13 2009 04:45:12",0.00
"Jul 13 2009 04:45:13",0.00
"Jul 13 2009 04:45:14",0.00
"Jul 13 2009 04:45:15",0.00
"Jul 13 2009 04:45:16",0.00
"Jul 13 2009 04:45:17",0.00
"Jul 13 2009 04:45:18",18.00
"Jul 13 2009 04:45:19",0.00
"Jul 13 2009 04:45:20",0.00
"Jul 13 2009 04:45:21",0.00
"Jul 13 2009 04:45:22",8.00
"Jul 13 2009 04:45:23",23.00
"Jul 13 2009 04:45:24",0.00
"Jul 13 2009 04:45:26",0.00
"Jul 13 2009 04:45:27",0.00
"Jul 13 2009 04:45:28",0.00
"Jul 13 2009 04:45:29",0.00
"Jul 13 2009 04:45:30",0.00
"Jul 13 2009 04:45:31",0.00
"Jul 13 2009 04:45:32",0.00
"Jul 13 2009 04:45:33",10.00
"Jul 13 2009 04:45:34",6.00
"Jul 13 2009 04:45:35",0.00
"Jul 13 2009 04:45:36",0.00
"Jul 13 2009 04:45:37",0.00
"Jul 13 2009 04:45:39",0.00
"Jul 13 2009 04:45:40",0.00
"Jul 13 2009 04:45:41",0.00
"Jul 13 2009 04:45:42",0.00
"Jul 13 2009 04:45:43",0.00
"Jul 13 2009 04:45:44",0.00
"Jul 13 2009 04:45:45",0.00
"Jul 13 2009 04:45:46",0.00
"Jul 13 2009 04:45:47",0.00
"Jul 13 2009 04:45:48",0.00
"Jul 13 2009 04:45:49",0.00
"Jul 13 2009 04:45:50",0.00
"Jul 13 2009 04:45:51",0.00
"Jul 13 2009 04:45:53",0.00
"Jul 13 2009 04:45:54",3.00
"Jul 13 2009 04:45:55",0.00
"Jul 13 2009 04:45:56",6.00
"Jul 13 2009 04:45:57",15.00
"Jul 13 2009 04:45:58",4.00
"Jul 13 2009 04:45:59",0.00
"Jul 13 2009 04:46:00",0.00
"Jul 13 2009 04:46:01",0.00
"Jul 13 2009 04:46:02",0.00
"Jul 13 2009 04:46:03",0.00
"Jul 13 2009 04:46:04",0.00
"Jul 13 2009 04:46:06",0.00
"Jul 13 2009 04:46:07",0.00
"Jul 13 2009 04:46:08",5.00
"Jul 13 2009 04:46:09",0.00
"Jul 13 2009 04:46:10",0.00
"Jul 13 2009 04:46:11",0.00
"Jul 13 2009 04:46:12",0.00
"Jul 13 2009 04:46:13",0.00
"Jul 13 2009 04:46:14",0.00
"Jul 13 2009 04:46:15",6.00
"Jul 13 2009 04:46:16",0.00
"Jul 13 2009 04:46:17",0.00
"Jul 13 2009 04:46:19",0.00
"Jul 13 2009 04:46:20",0.00
"Jul 13 2009 04:46:21",0.00
"Jul 13 2009 04:46:22",0.00
"Jul 13 2009 04:46:23",0.00
"Jul 13 2009 04:46:24",0.00
"Jul 13 2009 04:46:25",0.00
"Jul 13 2009 04:46:26",0.00
"Jul 13 2009 04:46:27",0.00
"Jul 13 2009 04:46:28",0.00
"Jul 13 2009 04:46:29",8.00
"Jul 13 2009 04:46:30",0.00
"Jul 13 2009 04:46:31",0.00
"Jul 13 2009 04:46:33",0.00
"Jul 13 2009 04:46:34",0.00
"Jul 13 2009 04:46:35",0.00
"Jul 13 2009 04:46:36",21.00
"Jul 13 2009 04:46:37",2.00
"Jul 13 2009 04:46:38",0.00
"Jul 13 2009 04:46:39",10.00
"Jul 13 2009 04:46:40",0.00
"Jul 13 2009 04:46:41",18.00
"Jul 13 2009 04:46:42",0.00
"Jul 13 2009 04:46:43",0.00
"Jul 13 2009 04:46:44",0.00
"Jul 13 2009 04:46:46",0.00
"Jul 13 2009 04:46:47",0.00
"Jul 13 2009 04:46:48",0.00
"Jul 13 2009 04:46:49",0.00
"Jul 13 2009 04:46:50",0.00
"Jul 13 2009 04:46:51",9.00
"Jul 13 2009 04:46:52",37.00
"Jul 13 2009 04:46:53",20.00
"Jul 13 2009 04:46:54",0.00
"Jul 13 2009 04:46:55",0.00
"Jul 13 2009 04:46:56",0.00
"Jul 13 2009 04:46:57",0.00
"Jul 13 2009 04:46:58",0.00
"Jul 13 2009 04:47:00",0.00
"Jul 13 2009 04:47:01",0.00
"Jul 13 2009 04:47:02",23.00
"Jul 13 2009 04:47:03",0.00
"Jul 13 2009 04:47:04",0.00
"Jul 13 2009 04:47:05",2.00
"Jul 13 2009 04:47:06",0.00
"Jul 13 2009 04:47:07",0.00
"Jul 13 2009 04:47:08",0.00
"Jul 13 2009 04:47:09",0.00
"Jul 13 2009 04:47:10",0.00
"Jul 13 2009 04:47:11",0.00
"Jul 13 2009 04:47:13",0.00
"Jul 13 2009 04:47:14",19.00
"Jul 13 2009 04:47:15",0.00
"Jul 13 2009 04:47:16",0.00
"Jul 13 2009 04:47:17",0.00
"Jul 13 2009 04:47:18",0.00
"Jul 13 2009 04:47:19",2.00
"Jul 13 2009 04:47:20",23.00
"Jul 13 2009 04:47:21",14.00
"Jul 13 2009 04:47:22",0.00
"Jul 13 2009 04:47:23",0.00
"Jul 13 2009 04:47:24",0.00
"Jul 13 2009 04:47:25",0.00
"Jul 13 2009 04:47:27",0.00
"Jul 13 2009 04:47:28",0.00
"Jul 13 2009 04:47:29",0.00
"Jul 13 2009 04:47:30",0.00
"Jul 13 2009 04:47:31",0.00
"Jul 13 2009 04:47:32",0.00
"Jul 13 2009 04:47:33",0.00
"Jul 13 2009 04:47:34",0.00
"Jul 13 2009 04:47:35",0.00
"Jul 13 2009 04:47:36",0.00
"Jul 13 2009 04:47:37",0.00
"Jul 13 2009 04:47:38",8.00
"Jul 13 2009 04:47:40",0.00
"Jul 13 2009 04:47:41",0.00
"Jul 13 2009 04:47:42",0.00
"Jul 13 2009 04:47:43",0.00
"Jul 13 2009 04:47:44",0.00
"Jul 13 2009 04:47:45",30.00
"Jul 13 2009 04:47:46",0.00
"Jul 13 2009 04:47:47",9.00
"Jul 13 2009 04:47:48",0.00
"Jul 13 2009 04:47:49",0.00
"Jul 13 2009 04:47:50",0.00
"Jul 13 2009 04:47:51",0.00
"Jul 13 2009 04:47:52",0.00
"Jul 13 2009 04:47:54",0.00
"Jul 13 2009 04:47:55",0.00
"Jul 13 2009 04:47:56",0.00
"Jul 13 2009 04:47:57",3.00
"Jul 13 2009 04:47:58",0.00
"Jul 13 2009 04:47:59",0.00
"Jul 13 2009 04:48:00",0.00
"Jul 13 2009 04:48:01",0.00
"Jul 13 2009 04:48:02",0.00
"Jul 13 2009 04:48:03",0.00
"Jul 13 2009 04:48:04",0.00
"Jul 13 2009 04:48:05",0.00
"Jul 13 2009 04:48:07",0.00
"Jul 13 2009 04:48:08",1.00
"Jul 13 2009 04:48:09",0.00
"Jul 13 2009 04:48:10",2.00
"Jul 13 2009 04:48:11",10.00
"Jul 13 2009 04:48:12",0.00
"Jul 13 2009 04:48:13",0.00
"Jul 13 2009 04:48:14",0.00
"Jul 13 2009 04:48:15",0.00
"Jul 13 2009 04:48:16",0.00
"Jul 13 2009 04:48:17",3.00
"Jul 13 2009 04:48:18",0.00
"Jul 13 2009 04:48:20",0.00
"Jul 13 2009 04:48:21",18.00
"Jul 13 2009 04:48:22",0.00
"Jul 13 2009 04:48:23",0.00
"Jul 13 2009 04:48:24",6.00
"Jul 13 2009 04:48:25",0.00
"Jul 13 2009 04:48:26",0.00
"Jul 13 2009 04:48:27",0.00
"Jul 13 2009 04:48:28",14.00
"Jul 13 2009 04:48:29",0.00
"Jul 13 2009 04:48:30",0.00
"Jul 13 2009 04:48:31",0.00
"Jul 13 2009 04:48:32",0.00
"Jul 13 2009 04:48:34",0.00
"Jul 13 2009 04:48:35",7.00
"Jul 13 2009 04:48:36",0.00
"Jul 13 2009 04:48:37",0.00
"Jul 13 2009 04:48:38",0.00
"Jul 13 2009 04:48:39",0.00
"Jul 13 2009 04:48:40",0.00
"Jul 13 2009 04:48:41",13.00
"Jul 13 2009 04:48:42",0.00
"Jul 13 2009 04:48:43",23.00
"Jul 13 2009 04:48:44",10.00
"Jul 13 2009 04:48:45",0.00
"Jul 13 2009 04:48:47",0.00
"Jul 13 2009 04:48:48",0.00
"Jul 13 2009 04:48:49",0.00
"Jul 13 2009 04:48:50",0.00
"Jul 13 2009 04:48:51",0.00
"Jul 13 2009 04:48:52",0.00
"Jul 13 2009 04:48:53",0.00
"Jul 13 2009 04:48:54",0.00
"Jul 13 2009 04:48:55",2.00
"Jul 13 2009 04:48:56",9.00
"Jul 13 2009 04:48:57",0.00
"Jul 13 2009 04:48:58",0.00
"Jul 13 2009 04:48:59",24.00
"Jul 13 2009 04:49:01",0.00
"Jul 13 2009 04:49:02",0.00
"Jul 13 2009 04:49:03",0.00
"Jul 13 2009 04:49:04",0.00
"Jul 13 2009 04:49:05",0.00
"Jul 13 2009 04:49:06",0.00
"Jul 13 2009 04:49:07",0.00
"Jul 13 2009 04:49:08",0.00
"Jul 13 2009 04:49:09",0.00
"Jul 13 2009 04:49:10",0.00
"Jul 13 2009 04:49:11",0.00
"Jul 13 2009 04:49:12",17.00
"Jul 13 2009 04:49:14",0.00
"Jul 13 2009 04:49:15",0.00
"Jul 13 2009 04:49:16",0.00
"Jul 13 2009 04:49:17",0.00
"Jul 13 2009 04:49:18",0.00
"Jul 13 2009 04:49:19",0.00
"Jul 13 2009 04:49:20",0.00
"Jul 13 2009 04:49:21",0.00
"Jul 13 2009 04:49:22",20.00
"Jul 13 2009 04:49:23",0.00
"Jul 13 2009 04:49:24",2.00
"Jul 13 2009 04:49:25",0.00
"Jul 13 2009 04:49:27",0.00
"Jul 13 2009 04:49:28",0.00
"Jul 13 2009 04:49:29",0.00
"Jul 13 2009 04:49:30",20.00
"Jul 13 2009 04:49:31",0.00
"Jul 13 2009 04:49:32",0.00
"Jul 13 2009 04:49:33",0.00
"Jul 13 2009 04:49:34",16.00
"Jul 13 2009 04:49:35",0.00
"Jul 13 2009 04:49:36",16.00
"Jul 13 2009 04:49:37",0.00
"Jul 13 2009 04:49:38",0.00
"Jul 13 2009 04:49:39",0.00
"Jul 13 2009 04:49:41",0.00
"Jul 13 2009 04:49:42",0.00
"Jul 13 2009 04:49:43",0.00
"Jul 13 2009 04:49:44",18.00
"Jul 13 2009 04:49:45",0.00
"Jul 13 2009 04:49:46",0.00
"Jul 13 2009 04:49:47",0.00
"Jul 13 2009 04:49:48",0.00
"Jul 13 2009 04:49:49",0.00
"Jul 13 2009 04:49:50",0.00
"Jul 13 2009 04:49:51",0.00
"Jul 13 2009 04:49:52",0.00
"Jul 13 2009 04:49:54",0.00
"Jul 13 2009 04:49:55",0.00
"Jul 13 2009 04:49:56",0.00
"Jul 13 2009 04:49:57",0.00
"Jul 13 2009 04:49:58",0.00
"Jul 13 2009 04:49:59",25.00
"Jul 13 2009 04:50:00",0.00
"Jul 13 2009 04:50:01",0.00
"Jul 13 2009 04:50:02",0.00
"Jul 13 2009 04:50:03",0.00
"Jul 13 2009 04:50:04",0.00
"Jul 13 2009 04:50:05",0.00
"Jul 13 2009 04:50:07",0.00
"Jul 13 2009 04:50:08",0.00
"Jul 13 2009 04:50:09",0.00
"Jul 13 2009 04:50:10",0.00
"Jul 13 2009 04:50:11",0.00
"Jul 13 2009 04:50:12",0.00
"Jul 13 2009 04:50:13",0.00
"Jul 13 2009 04:50:14",0.00
"Jul 13 2009 04:50:15",3.00
"Jul 13 2009 04:50:16",23.00
"Jul 13 2009 04:50:17",0.00
"Jul 13 2009 04:50:18",0.00
"Jul 13 2009 04:50:19",0.00
"Jul 13 2009 04:50:21",0.00
"Jul 13 2009 04:50:22",0.00
"Jul 13 2009 04:50:23",0.00
"Jul 13 2009 04:50:24",0.00
"Jul 13 2009 04:50:25",0.00
"Jul 13 2009 04:50:26",0.00
"Jul 13 2009 04:50:27",0.00
"Jul 13 2009 04:50:28",0.00
"Jul 13 2009 04:50:29",5.00
"Jul 13 2009 04:50:30",0.00
"Jul 13 2009 04:50:31",0.00
"Jul 13 2009 04:50:32",0.00
"Jul 13 2009 04:50:34",3.00
"Jul 13 2009 04:50:35",16.00
"Jul 13 2009 04:50:36",0.00
"Jul 13 2009 04:50:37",18.00
"Jul 13 2009 04:50:38",0.00
"Jul 13 2009 04:50:39",0.00
"Jul 13 2009 04:50:40",0.00
"Jul 13 2009 04:50:41",0.00
"Jul 13 2009 04:50:42",0.00
"Jul 13 2009 04:50:43",0.00
"Jul 13 2009 04:50:44",0.00
"Jul 13 2009 04:50:45",0.00
"Jul 13 2009 04:50:47",0.00
"Jul 13 2009 04:50:48",2.00
"Jul 13 2009 04:50:49",0.00
"Jul 13 2009 04:50:50",0.00
"Jul 13 2009 04:50:51",0.00
"Jul 13 2009 04:50:52",2.00
"Jul 13 2009 04:50:53",0.00
"Jul 13 2009 04:50:54",6.00
"Jul 13 2009 04:50:55",0.00
"Jul 13 2009 04:50:56",15.00
"Jul 13 2009 04:50:57",0.00
"Jul 13 2009 04:50:58",0.00
"Jul 13 2009 04:50:59",0.00
"Jul 13 2009 04:51:01",0.00
"Jul 13 2009 04:51:02",0.00
"Jul 13 2009 04:51:03",0.00
"Jul 13 2009 04:51:04",0.00
"Jul 13 2009 04:51:05",0.00
"Jul 13 2009 04:51:06",0.00
"Jul 13 2009 04:51:07",7.00
"Jul 13 2009 04:51:08",0.00
"Jul 13 2009 04:51:09",0.00
"Jul 13 2009 04:51:10",0.00
"Jul 13 2009 04:51:11",0.00
"Jul 13 2009 04:51:12",0.00
"Jul 13 2009 04:51:14",0.00
"Jul 13 2009 04:51:15",0.00
"Jul 13 2009 04:51:16",0.00
"Jul 13 2009 04:51:17",7.00
"Jul 13 2009 04:51:18",0.00
"Jul 13 2009 04:51:19",0.00
"Jul 13 2009 04:51:20",0.00
"Jul 13 2009 04:51:21",0.00
"Jul 13 2009 04:51:22",0.00
"Jul 13 2009 04:51:23",0.00
"Jul 13 2009 04:51:24",0.00
"Jul 13 2009 04:51:25",0.00
"Jul 13 2009 04:51:27",0.00
"Jul 13 2009 04:51:28",0.00
"Jul 13 2009 04:51:29",0.00
"Jul 13 2009 04:51:30",0.00
"Jul 13 2009 04:51:31",11.00
"Jul 13 2009 04:51:32",0.00
"Jul 13 2009 04:51:33",0.00
"Jul 13 2009 04:51:34",0.00
"Jul 13 2009 04:51:35",0.00
"Jul 13 2009 04:51:36",0.00
"Jul 13 2009 04:51:37",0.00
"Jul 13 2009 04:51:38",0.00
"Jul 13 2009 04:51:40",0.00
"Jul 13 2009 04:51:41",22.00
"Jul 13 2009 04:51:42",0.00
"Jul 13 2009 04:51:43",7.00
"Jul 13 2009 04:51:44",0.00
"Jul 13 2009 04:51:45",0.00
"Jul 13 2009 04:51:46",19.00
"Jul 13 2009 04:51:47",0.00
"Jul 13 2009 04:51:48",0.00
"Jul 13 2009 04:51:49",0.00
"Jul 13 2009 04:51:50",0.00
"Jul 13 2009 04:51:51",0.00
"Jul 13 2009 04:51:52",0.00
"Jul 13 2009 04:51:54",0.00
"Jul 13 2009 04:51:55",0.00
"Jul 13 2009 04:51:56",0.00
"Jul 13 2009 04:51:57",13.00
"Jul 13 2009 04:51:58",9.00
"Jul 13 2009 04:51:59",0.00
"Jul 13 2009 04:52:00",12.00
"Jul 13 2009 04:52:01",29.00
"Jul 13 2009 04:52:02",0.00
"Jul 13 2009 04:52:03",0.00
"Jul 13 2009 04:52:04",5.00
"Jul 13 2009 04:52:05",0.00
"Jul 13 2009 04:52:07",25.00
